ID,korisnik,aktivnost,datum,trajanje_min,kalorije,otkucaji,deleted
9899,Vladimir Jovanović,Joga,2024-12-07,39,102,93,0
9900,Teodora Radović,Joga,2024-05-09,35,680,93,0
9901,Aleksandar Radanović,Teretana,2024-10-20,155,1319,190,0
9902,Stefan Radanović,Plivanje,2024-04-18,52,524,117,0
9903,Miloš Kovačević,Plivanje,2024-01-02,69,704,99,0
9904,Vesna Jovanović,Biciklizam,2024-01-15,58,306,156,0
9905,Ivana Knežević,Plivanje,2024-02-15,135,599,102,0
9906,Ana Dimitrijević,Trčanje,2024-05-31,108,384,80,0
9907,Marko Ilić,Trčanje,2025-04-23,88,999,90,0
9908,Marko Popović,Teretana,2025-09-08,38,600,87,0
9909,Jelena Popović,Teretana,2024-09-08,129,129,90,0
9910,Ivana Vuković,Biciklizam,2025-04-30,124,888,147,0
9911,Petar Ristić,Biciklizam,2025-05-20,165,1162,110,0
9912,Marko Matić,Trčanje,2024-09-02,138,213,135,0
9913,Dragana Đorđević,Teretana,2024-06-02,57,1171,64,0
9914,Nemanja Marković,Biciklizam,2025-02-28,170,702,72,0
9915,Miloš Dimitrijević,Teretana,2025-07-21,180,1336,111,0
9916,Ana Vuković,Biciklizam,2024-09-01,24,198,174,0
9917,Vesna Tadić,Biciklizam,2025-11-20,168,809,194,0
9918,Kristina Lukić,Trčanje,2024-03-31,108,1136,134,0
9919,Vladimir Vasić,Plivanje,2024-06-03,131,1476,102,0
9920,Danijel Matić,Plivanje,2025-03-07,12,767,123,0
9921,Vesna Kovačević,Biciklizam,2025-10-19,86,915,183,0
9922,Dragana Lukić,Trčanje,2025-03-07,64,535,90,0
9923,Petar Radanović,Joga,2024-11-06,70,401,134,0
9924,Vesna Lukić,Trčanje,2024-08-12,34,1124,109,0
9925,Milan Radanović,Trčanje,2025-10-12,129,941,171,0
9926,Miloš Milenković,Biciklizam,2024-06-01,20,673,133,0
9927,Jovana Vasić,Biciklizam,2024-02-03,120,524,154,0
9928,Sara Božić,Plivanje,2024-08-06,141,1423,186,0
9929,Petar Ilić,Joga,2025-10-11,31,985,155,0
9930,Miloš Janković,Biciklizam,2025-12-29,65,467,65,0
9931,Filip Ilić,Joga,2024-11-05,109,214,76,0
9932,Nikolina Pavlović,Biciklizam,2025-06-03,173,108,173,0
9933,Jelena Pavlović,Plivanje,2025-02-11,155,1286,176,0
9934,Katarina Ilić,Trčanje,2025-12-27,107,586,88,0
9935,Milan Knežević,Joga,2024-10-06,22,1458,82,0
9936,Vesna Janković,Biciklizam,2025-02-02,16,379,92,0
9937,Nikolina Stojić,Trčanje,2025-09-05,67,396,138,0
9938,Nikolina Božić,Plivanje,2025-06-07,166,1090,61,0
9939,Aleksandar Stojić,Joga,2025-03-09,84,189,107,0
9940,Marija Milošević,Teretana,2024-04-02,55,619,164,0
9941,Vesna Milošević,Joga,2025-10-29,52,861,86,0
9942,Vladimir Knežević,Biciklizam,2025-02-18,164,1114,151,0
9943,Marko Marković,Plivanje,2024-10-11,43,1128,60,0
9944,Nikolina Janković,Trčanje,2024-02-23,166,1175,181,0
9945,Milica Milošević,Teretana,2024-05-16,145,987,188,0
9946,Nikolina Vukić,Joga,2024-10-07,128,1002,121,0
9947,Stefanija Vuković,Joga,2025-03-28,27,397,136,0
9948,Teodora Božić,Trčanje,2025-07-04,15,1451,113,0
9949,Ivana Vasić,Trčanje,2024-07-21,165,301,90,0
9950,Ivana Lukić,Joga,2024-01-26,91,1480,186,0
9951,Stefanija Tadić,Plivanje,2025-12-01,158,1364,73,0
9952,Marija Nikolić,Biciklizam,2024-04-12,126,1358,182,0
9953,Milica Janković,Trčanje,2024-03-27,174,803,132,0
9954,Tanja Pavlović,Biciklizam,2025-09-18,21,1121,152,0
9955,Stefan Ilić,Biciklizam,2025-09-30,77,1392,144,0
9956,Luka Miladinović,Plivanje,2024-12-21,81,1212,175,0
9957,Ivana Tadić,Biciklizam,2024-07-04,176,1041,149,0
9958,Luka Ilić,Trčanje,2025-12-17,112,913,130,0
9959,Danijel Aleksić,Plivanje,2024-08-13,152,833,126,0
9960,Milica Knežević,Plivanje,2025-11-16,55,1491,151,0
9961,Miloš Simić,Joga,2025-06-03,161,778,156,0
9962,Aleksa Lukić,Teretana,2024-07-06,84,1471,100,0
9963,Aleksa Petrović,Plivanje,2025-09-08,148,115,186,0
9964,Nikola Popović,Biciklizam,2024-03-23,158,594,107,0
9965,Aleksa Janković,Trčanje,2024-04-22,34,567,195,0
9966,Vladimir Radović,Plivanje,2024-11-14,98,567,158,0
9967,Dragana Ristić,Teretana,2025-05-18,160,237,66,0
9968,Stefan Vukić,Biciklizam,2024-08-08,154,1004,95,0
9969,Vladimir Janković,Plivanje,2024-12-04,175,266,117,0
9970,Aleksa Simić,Joga,2024-09-14,141,880,142,0
9971,Ana Matić,Biciklizam,2025-05-26,69,285,64,0
9972,Milica Jovanović,Plivanje,2025-10-13,80,797,165,0
9973,Filip Knežević,Trčanje,2024-10-25,130,523,125,0
9974,Dragana Vasić,Trčanje,2024-10-12,137,747,195,0
9975,Petar Milošević,Biciklizam,2025-07-21,27,1127,114,0
9976,Marko Milošević,Trčanje,2025-05-27,65,576,78,0
9977,Ivana Milenković,Teretana,2024-10-26,127,53,159,0
9978,Filip Đorđević,Plivanje,2025-01-13,178,1316,116,0
9979,Tanja Janković,Plivanje,2024-01-26,100,868,95,0
9980,Marko Ilić,Trčanje,2024-08-01,36,600,155,0
9981,Tanja Petrović,Teretana,2024-01-03,115,955,130,0
9982,Sara Stojić,Plivanje,2024-05-09,50,576,136,0
9983,Milica Stojić,Biciklizam,2024-10-27,166,574,121,0
9984,Milan Vukić,Teretana,2024-09-17,77,1059,102,0
9985,Jovana Milenković,Plivanje,2024-09-08,47,769,91,0
9986,Danijel Simić,Teretana,2024-09-27,23,468,168,0
9987,Kristina Popović,Biciklizam,2025-02-20,81,1105,115,0
9988,Vladimir Kovačević,Trčanje,2025-11-22,11,590,118,0
9989,Stefanija Aleksić,Biciklizam,2025-05-16,60,639,149,0
9990,Ivana Božić,Trčanje,2024-05-22,123,1366,110,0
9991,Kristina Miladinović,Teretana,2025-01-22,89,618,150,0
9992,Luka Aleksić,Joga,2025-05-07,162,1284,84,0
9993,Katarina Milenković,Joga,2025-07-02,62,460,81,0
9994,Aleksandar Janković,Joga,2025-05-10,15,1022,125,0
9995,Vladimir Tadić,Plivanje,2024-01-04,86,864,127,0
9996,Ivana Aleksić,Joga,2025-06-01,65,941,141,0
9997,Marija Janković,Trčanje,2025-10-19,89,287,123,0
9998,Tanja Lukić,Joga,2024-11-17,137,394,181,0
9999,Aleksandar Marković,Plivanje,2024-12-23,118,1464,177,0
10000,Marko Radanović,Joga,2025-09-29,30,1246,104,0
10001,Marko Markić,Vožnja,2025-06-01,45,400,140,0
10002,Tanja Simić,Plivanje,2025-06-02,30,300,130,0
10003,Stefanija Milošević,Joga,2024-05-30,11,960,163,0
10004,Katarina Stojić,Teretana,2025-10-05,95,767,163,0
10005,Petar Petrović,Biciklizam,2024-02-02,77,87,125,0
10006,Dragana Milenković,Biciklizam,2024-11-18,159,111,133,0
10007,Nikolina Radanović,Trčanje,2025-02-04,119,140,79,0
10008,Aleksa Knežević,Joga,2025-01-17,105,767,135,0
10009,Teodora Miladinović,Biciklizam,2025-09-29,163,1346,83,0
10010,Aleksandar Dimitrijević,Teretana,2025-08-28,162,994,196,0
10011,Ivana Miladinović,Trčanje,2024-04-15,15,387,167,0
10012,Marija Milenković,Teretana,2024-05-14,130,807,86,0
10013,Marija Dimitrijević,Plivanje,2024-12-29,102,502,136,0
10014,Aleksa Aleksić,Biciklizam,2025-01-20,121,654,152,0
10015,Aleksandar Vasić,Biciklizam,2024-05-10,85,1024,62,0
10016,Teodora Tadić,Joga,2025-01-04,30,409,61,0
10017,Danijel Miladinović,Joga,2024-02-08,45,396,165,0
10018,Stefanija Nikolić,Teretana,2024-12-10,87,354,157,0
10019,Marko Kovačević,Plivanje,2024-08-31,14,444,164,0
10020,Ana Vukić,Teretana,2024-11-14,100,486,78,0
10021,Dragana Marković,Plivanje,2025-10-26,131,390,161,0
10022,Miloš Ristić,Plivanje,2025-07-23,147,966,102,0
10023,Stefanija Milenković,Teretana,2024-08-28,18,216,150,0
10024,Tanja Milošević,Joga,2025-02-19,83,1103,150,0
10025,Tanja Radović,Trčanje,2024-08-20,50,875,184,0
10026,Milan Stojić,Teretana,2024-12-06,145,817,143,0
10027,Nikola Miladinović,Plivanje,2025-04-28,108,53,60,0
10028,Stefan Đorđević,Trčanje,2025-04-30,147,68,190,0
10029,Katarina Radović,Trčanje,2024-05-06,55,870,148,0
10030,Nemanja Matić,Trčanje,2025-07-19,174,97,166,0
10031,Teodora Lukić,Teretana,2025-11-19,155,1223,169,0
10032,Stefan Popović,Trčanje,2024-05-12,53,775,110,0
10033,Jovana Matić,Biciklizam,2025-09-05,40,1143,176,0
10034,Aleksa Nikolić,Joga,2025-12-30,110,117,112,0
10035,Teodora Nikolić,Biciklizam,2025-09-22,111,900,141,0
10036,Nikola Radanović,Biciklizam,2025-02-26,147,440,147,0
10037,Milica Vasić,Biciklizam,2025-07-03,78,1034,85,0
10038,Luka Milenković,Trčanje,2025-04-22,173,1052,88,0
10039,Jelena Stanković,Plivanje,2024-10-16,170,846,69,0
10040,Nikolina Popović,Teretana,2025-03-08,109,427,99,0
10041,Ivana Dimitrijević,Teretana,2024-09-19,121,1094,152,0
10042,Nikola Jovanović,Biciklizam,2024-01-28,19,520,83,0
10043,Dragana Stojić,Plivanje,2025-11-01,131,364,172,0
10044,Nikolina Vasić,Biciklizam,2025-02-16,179,826,171,0
10045,Marko Božić,Joga,2024-08-08,143,1339,177,0
10046,Danijel Lukić,Teretana,2025-04-16,157,323,139,0
10047,Marko Stanković,Teretana,2025-02-08,129,56,65,0
10048,Ivana Radović,Plivanje,2025-08-19,171,809,188,0
10049,Teodora Janković,Joga,2025-11-30,49,688,172,0
10050,Aleksa Miladinović,Biciklizam,2025-12-04,24,1245,121,0
10051,Stefan Stojić,Joga,2025-07-25,38,659,172,0
10052,Luka Simić,Trčanje,2025-11-27,132,747,93,0
10053,Danijel Knežević,Joga,2025-03-04,100,332,111,0
10054,Nikolina Jovanović,Plivanje,2025-06-04,152,127,189,0
10055,Jovana Stojić,Plivanje,2024-11-19,165,676,146,0
10056,Aleksandar Radović,Joga,2024-12-22,163,1466,127,0
10057,Filip Kovačević,Trčanje,2025-03-27,106,578,197,0
10058,Danijel Petrović,Joga,2024-07-03,22,1346,155,0
10059,Ana Tadić,Trčanje,2024-05-24,116,172,133,0
10060,Jovana Popović,Joga,2025-05-31,161,1270,68,0
10061,Marko Đorđević,Teretana,2024-02-13,111,272,157,0
10062,Sara Kovačević,Teretana,2024-12-13,155,119,145,0
10063,Sara Vuković,Joga,2024-07-18,87,1462,135,0
10064,Petar Radović,Trčanje,2024-04-16,86,868,113,0
10065,Teodora Kovačević,Joga,2025-03-11,160,205,78,0
10066,Teodora Stojić,Plivanje,2024-04-14,38,1299,103,0
10067,Ivana Božić,Joga,2024-02-23,139,762,174,0
10068,Jovana Vuković,Plivanje,2025-08-14,100,206,62,0
10069,Tanja Ilić,Joga,2024-04-27,118,1124,103,0
10070,Jovana Nikolić,Biciklizam,2025-02-23,11,299,73,0
10071,Filip Janković,Joga,2025-02-19,81,426,73,0
10072,Tanja Jovanović,Biciklizam,2024-10-28,80,399,163,0
10073,Teodora Aleksić,Plivanje,2025-12-28,128,891,141,0
10074,Tanja Tadić,Trčanje,2025-08-03,64,1356,100,0
10075,Stefanija Ristić,Trčanje,2025-05-16,143,1122,92,0
10076,Nikolina Stanković,Joga,2024-07-19,34,1060,110,0
10077,Kristina Petrović,Plivanje,2024-02-05,161,303,196,0
10078,Teodora Jovanović,Trčanje,2024-03-10,172,685,149,0
10079,Dragana Tadić,Teretana,2025-03-10,15,150,174,0
10080,Marko Radović,Teretana,2025-06-01,42,336,81,0
10081,Sara Đorđević,Joga,2024-06-28,91,808,89,0
10082,Danijel Jovanović,Plivanje,2024-03-23,78,1272,112,0
10083,Vladimir Stanković,Teretana,2024-01-22,136,75,80,0
10084,Petar Simić,Trčanje,2025-05-10,167,358,152,0
10085,Ana Pavlović,Trčanje,2025-10-26,116,346,191,0
10086,Aleksandar Jovanović,Joga,2025-04-26,69,168,103,0
10087,Ana Miladinović,Plivanje,2025-08-27,25,932,84,0
10088,Vladimir Aleksić,Joga,2025-11-18,125,896,94,0
10089,Ivana Đorđević,Joga,2024-02-28,66,1249,187,0
10090,Dragana Matić,Trčanje,2025-08-04,102,371,170,0
10091,Teodora Milošević,Joga,2025-09-13,178,1355,188,0
10092,Petar Matić,Plivanje,2025-03-16,37,467,156,0
10093,Milica Jovanović,Teretana,2024-04-25,146,1279,93,0
10094,Stefan Vasić,Teretana,2024-10-10,67,970,109,0
10095,Nemanja Lukić,Joga,2025-05-05,77,1185,144,0
10096,Milica Aleksić,Biciklizam,2025-07-31,136,1054,174,0
10097,Marko Vukić,Plivanje,2024-07-09,170,632,64,0
10098,Stefanija Marković,Plivanje,2025-10-10,77,731,120,0
10099,Luka Knežević,Plivanje,2024-09-09,19,1384,193,0
10100,Miloš Milošević,Plivanje,2024-06-12,168,268,97,0
10101,Stefan Miladinović,Plivanje,2025-02-08,113,367,166,0
10102,Ivana Vasić,Plivanje,2024-05-30,30,850,115,0
10103,Filip Radović,Plivanje,2025-08-28,174,601,138,0
10104,Katarina Janković,Teretana,2025-05-22,59,357,100,0
10105,Nemanja Vasić,Joga,2025-11-15,51,744,85,0
10106,Stefanija Kovačević,Teretana,2024-11-14,59,1142,195,0
10107,Petar Lukić,Biciklizam,2025-02-02,48,374,107,0
10108,Ivana Radović,Biciklizam,2024-12-23,47,1457,155,0
10109,Jovana Jovanović,Joga,2024-02-15,17,535,78,0
10110,Tanja Dimitrijević,Teretana,2024-12-08,48,333,114,0
10111,Milica Nikolić,Teretana,2025-09-12,63,979,75,0
10112,Nikola Pavlović,Trčanje,2024-05-13,138,279,194,0
10113,Nikolina Kovačević,Plivanje,2025-04-20,134,1367,66,0
10114,Kristina Ilić,Trčanje,2024-05-30,40,1400,178,0
10115,Kristina Stojić,Plivanje,2024-11-26,35,643,137,0
10116,Ivana Simić,Biciklizam,2025-06-16,63,340,157,0
10117,Luka Dimitrijević,Trčanje,2024-10-06,50,1002,117,0
10118,Marko Stojić,Biciklizam,2025-02-03,150,925,90,0
10119,Vesna Vuković,Plivanje,2024-03-21,47,1073,139,0
10120,Milica Marković,Biciklizam,2024-02-03,71,906,149,0
10121,Marko Vuković,Trčanje,2024-10-20,21,254,73,0
10122,Aleksandar Stanković,Plivanje,2024-05-19,158,78,120,0
10123,Luka Pavlović,Trčanje,2024-08-22,122,1130,170,0
10124,Ivana Jovanović,Joga,2025-12-04,164,369,85,0
10125,Kristina Đorđević,Biciklizam,2024-07-10,10,428,147,0
10126,Katarina Popović,Plivanje,2025-06-23,39,1327,172,0
10127,Aleksandar Miladinović,Joga,2024-09-10,98,755,128,0
10128,Teodora Marković,Trčanje,2025-02-19,101,1407,167,0
10129,Miloš Matić,Teretana,2025-11-17,137,1168,102,0
10130,Marija Božić,Plivanje,2024-10-19,43,329,148,0
10131,Vladimir Nikolić,Trčanje,2025-01-02,107,1266,192,0
10132,Stefan Marković,Teretana,2024-01-18,138,1355,194,0
10133,Stefanija Dimitrijević,Biciklizam,2024-03-07,58,340,83,0
10134,Sara Dimitrijević,Joga,2024-03-01,21,568,113,0
10135,Ivana Simić,Biciklizam,2024-11-13,56,723,200,0
10136,Filip Vukić,Biciklizam,2024-10-03,102,799,65,0
10137,Kristina Knežević,Plivanje,2024-08-24,52,230,94,0
10138,Ana Jovanović,Plivanje,2024-01-20,46,384,114,0
10139,Miloš Radanović,Plivanje,2025-03-04,62,1370,103,0
10140,Aleksandar Milenković,Trčanje,2024-01-23,86,1144,157,0
10141,Filip Vuković,Plivanje,2025-07-11,176,51,110,0
10142,Vladimir Simić,Biciklizam,2024-12-18,72,899,191,0
10143,Teodora Milenković,Teretana,2024-12-06,63,1188,106,0
10144,Nemanja Pavlović,Trčanje,2025-11-29,13,452,61,0
10145,Tanja Kovačević,Plivanje,2025-12-07,154,415,114,0
10146,Ivana Đorđević,Biciklizam,2024-11-14,116,1061,95,0
10147,Jelena Milošević,Plivanje,2025-06-28,172,388,173,0
10148,Jovana Ristić,Teretana,2024-02-03,173,617,147,0
10149,Vladimir Milenković,Plivanje,2025-03-18,125,185,162,0
10150,Stefan Kovačević,Biciklizam,2025-01-13,113,625,106,0
10151,Marko Jovanović,Trčanje,2025-12-01,54,791,85,0
10152,Marko Aleksić,Plivanje,2025-03-09,12,171,97,0
10153,Vladimir Radanović,Plivanje,2024-09-13,40,641,96,0
10154,Nikolina Petrović,Trčanje,2025-02-06,162,170,104,0
10155,Marko Lukić,Teretana,2024-05-14,30,440,135,0
10156,Stefan Stanković,Biciklizam,2024-12-19,39,1246,191,0
10157,Milan Marković,Teretana,2025-11-11,145,934,74,0
10158,Ivana Pavlović,Joga,2024-08-15,91,497,78,0
10159,Kristina Vasić,Biciklizam,2025-07-17,122,1305,154,0
10160,Aleksa Jovanović,Trčanje,2025-10-10,28,757,96,0
10161,Katarina Pavlović,Joga,2024-10-21,59,911,156,0
10162,Milan Tadić,Teretana,2025-05-08,30,962,115,0
10163,Miloš Božić,Joga,2024-02-15,11,160,200,0
10164,Ivana Nikolić,Biciklizam,2025-08-03,16,53,193,0
10165,Filip Aleksić,Trčanje,2024-08-01,21,319,75,0
10166,Nemanja Aleksić,Plivanje,2025-09-25,180,1429,100,0
10167,Teodora Popović,Plivanje,2024-01-14,64,239,71,0
10168,Stefanija Vukić,Plivanje,2025-08-24,39,628,118,0
10169,Ivana Radanović,Plivanje,2025-10-08,49,1131,69,0
10170,Nikola Božić,Plivanje,2025-01-25,58,1053,61,0
10171,Milica Đorđević,Trčanje,2024-11-24,145,405,74,0
10172,Stefanija Petrović,Trčanje,2025-09-17,64,933,129,0
10173,Nikola Tadić,Teretana,2024-08-21,19,144,91,0
10174,Vladimir Jovanović,Joga,2024-08-29,77,658,176,0
10175,Ivana Vukić,Plivanje,2025-04-29,102,504,69,0
10176,Sara Aleksić,Teretana,2024-01-21,115,1190,140,0
10177,Marija Stanković,Teretana,2024-08-23,177,645,149,0
10178,Filip Petrović,Biciklizam,2024-08-31,124,1065,133,0
10179,Milan Popović,Biciklizam,2025-02-23,77,910,104,0
10180,Marko Stojić,Plivanje,2024-05-15,87,653,163,0
10181,Milica Radović,Teretana,2025-02-09,99,793,65,0
10182,Milica Radanović,Teretana,2024-05-24,54,118,157,0
10183,Nikola Đorđević,Plivanje,2025-11-10,55,733,125,0
10184,Marko Radanović,Trčanje,2024-06-13,32,1167,138,0
10185,Katarina Dimitrijević,Biciklizam,2024-03-15,84,1101,75,0
10186,Filip Jovanović,Plivanje,2024-12-24,135,1046,69,0
10187,Nikolina Knežević,Trčanje,2024-10-26,77,239,81,0
10188,Aleksandar Ristić,Biciklizam,2024-05-01,121,1058,143,0
10189,Tanja Jovanović,Joga,2025-05-13,54,179,165,0
10190,Jelena Marković,Plivanje,2025-04-17,112,599,77,0
10191,Miloš Stojić,Trčanje,2025-07-16,99,1083,78,0
10192,Stefan Janković,Biciklizam,2024-03-06,40,1387,62,0
10193,Vladimir Đorđević,Joga,2025-11-19,85,494,162,0
10194,Danijel Pavlović,Teretana,2024-12-29,176,347,82,0
10195,Miloš Jovanović,Teretana,2025-12-12,81,375,148,0
10196,Jelena Kovačević,Joga,2024-11-15,144,244,126,0
10197,Marija Jovanović,Teretana,2025-05-09,58,1475,87,0
10198,Petar Aleksić,Joga,2025-11-28,35,1256,89,0
10199,Filip Ristić,Trčanje,2025-02-05,62,477,119,0
10200,Sara Stanković,Trčanje,2025-04-07,16,628,154,0
10201,Ana Popović,Plivanje,2024-05-13,106,1026,103,0
10202,Ana Stojić,Plivanje,2025-10-12,12,171,77,0
10203,Nikola Lukić,Biciklizam,2024-08-29,83,1215,152,0
10204,Kristina Milošević,Biciklizam,2024-11-17,49,688,144,0
10205,Petar Đorđević,Trčanje,2024-04-16,87,234,113,0
10206,Marija Vasić,Biciklizam,2024-03-31,32,1083,181,0
10207,Dragana Dimitrijević,Plivanje,2024-01-25,148,563,142,0
10208,Marko Stanković,Plivanje,2024-02-27,92,336,150,0
10209,Filip Tadić,Teretana,2024-09-25,106,1439,75,0
10210,Marko Simić,Trčanje,2025-11-23,77,1454,107,0
10211,Nemanja Janković,Teretana,2025-12-07,46,408,154,0
10212,Milica Kovačević,Teretana,2024-02-06,101,774,89,0
10213,Miloš Nikolić,Plivanje,2025-05-02,55,1132,99,0
10214,Marko Vasić,Joga,2024-08-26,148,673,148,0
10215,Stefanija Jovanović,Teretana,2025-08-22,174,1174,196,0
10216,Jelena Nikolić,Plivanje,2025-07-13,176,1152,200,0
10217,Luka Tadić,Trčanje,2025-12-13,91,1354,144,0
10218,Marko Dimitrijević,Plivanje,2025-01-07,158,441,100,0
10219,Nikola Milenković,Biciklizam,2025-04-12,66,934,96,0
10220,Ana Petrović,Biciklizam,2025-06-17,154,456,135,0
10221,Jovana Ilić,Teretana,2024-10-19,134,907,118,0
10222,Aleksa Stanković,Teretana,2025-08-05,83,1232,161,0
10223,Vladimir Lukić,Biciklizam,2025-05-22,161,1492,112,0
10224,Jovana Kovačević,Plivanje,2025-01-24,123,1367,197,0
10225,Kristina Radanović,Biciklizam,2025-12-21,176,171,159,0
10226,Milan Aleksić,Trčanje,2024-02-04,134,1111,69,0
10227,Petar Jovanović,Joga,2024-03-22,78,904,148,0
10228,Marko Simić,Joga,2025-10-09,121,405,194,0
10229,Marko Tadić,Biciklizam,2025-12-23,14,1465,128,0
10230,Jovana Đorđević,Trčanje,2025-08-06,93,474,146,0
10231,Tanja Stojić,Joga,2025-11-26,180,866,70,0
10232,Nikolina Miladinović,Trčanje,2025-01-31,103,390,156,0
10233,Teodora Matić,Trčanje,2025-12-24,48,470,78,0
10234,Nikola Janković,Plivanje,2025-01-04,157,93,111,0
10235,Danijel Vuković,Teretana,2025-11-21,135,1244,63,0
10236,Stefanija Božić,Biciklizam,2025-11-09,172,213,134,0
10237,Ivana Marković,Plivanje,2024-04-08,71,1272,115,0
10238,Stefan Ristić,Biciklizam,2024-01-06,90,256,193,0
10239,Ivana Jovanović,Joga,2024-02-15,55,318,193,0
10240,Nemanja Ristić,Biciklizam,2024-01-24,16,222,65,0
10241,Sara Matić,Joga,2024-01-09,67,1006,140,0
10242,Milica Pavlović,Trčanje,2024-09-30,25,396,171,0
10243,Katarina Stanković,Joga,2024-11-30,79,1482,174,0
10244,Ana Knežević,Joga,2024-03-10,176,208,176,0
10245,Sara Jovanović,Joga,2024-02-28,155,947,62,0
10246,Luka Ristić,Biciklizam,2025-09-03,117,358,200,0
10247,Marko Jovanović,Trčanje,2024-06-22,169,482,60,0
10248,Nemanja Vukić,Plivanje,2025-04-07,25,1118,162,0
10249,Katarina Marković,Plivanje,2025-12-09,76,1183,68,0
10250,Dragana Aleksić,Joga,2024-03-01,158,1057,191,0
10251,Ivana Knežević,Plivanje,2025-11-13,29,682,71,0
10252,Kristina Pavlović,Biciklizam,2024-12-16,89,867,114,0
10253,Filip Vasić,Plivanje,2024-05-12,112,233,142,0
10254,Milica Matić,Plivanje,2025-03-18,72,1023,139,0
10255,Nemanja Nikolić,Plivanje,2025-03-11,14,1011,112,0
10256,Tanja Vasić,Joga,2024-08-13,139,399,161,0
10257,Kristina Stanković,Teretana,2024-11-28,128,745,92,0
10258,Luka Stojić,Joga,2024-02-17,140,783,105,0
10259,Ana Janković,Joga,2025-05-21,179,818,198,0
10260,Nikolina Lukić,Biciklizam,2024-01-05,180,1405,190,0
10261,Milan Vuković,Teretana,2025-09-10,14,1244,160,0
10262,Ivana Pavlović,Teretana,2024-05-11,29,832,181,0
10263,Milan Nikolić,Teretana,2025-04-10,22,1153,192,0
10264,Vesna Radanović,Joga,2024-01-16,112,242,107,0
10265,Vesna Ilić,Plivanje,2025-11-23,10,298,116,0
10266,Stefanija Miladinović,Trčanje,2024-05-15,149,1458,156,0
10267,Tanja Miladinović,Plivanje,2024-04-17,116,51,174,0
10268,Marko Nikolić,Biciklizam,2025-04-29,118,1179,151,0
10269,Miloš Vasić,Trčanje,2024-01-03,126,1442,127,0
10270,Aleksandar Vukić,Plivanje,2024-01-04,133,397,192,0
10271,Vesna Đorđević,Biciklizam,2025-12-23,135,1076,199,0
10272,Tanja Božić,Joga,2025-07-20,142,1329,139,0
10273,Vesna Ristić,Teretana,2025-08-08,82,92,167,0
10274,Aleksandar Jovanović,Biciklizam,2024-07-19,90,1059,147,0
10275,Filip Radanović,Plivanje,2025-11-29,80,983,94,0
10276,Teodora Vuković,Joga,2025-10-27,75,439,163,0
